latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,persistence_count
25.77636,90.97046,346.77,0.4,0.37,2025-03-13,710,N,VIIRS,n,2,297.34,8.31,D,0,2
26.30414,84.88374,326.25,0.4,0.44,2025-02-04,705,N,VIIRS,n,2,296.17,1.97,D,0,1
20.95195,85.01169,306.17,0.39,0.37,2025-03-17,2003,N,VIIRS,n,2,293.63,1.45,N,2,18
25.80352,90.69256,335.3,0.41,0.37,2025-03-19,657,N,VIIRS,n,2,306.66,24.58,D,0,2
23.68377,86.08939,303.8,0.44,0.46,2025-03-24,1931,N,VIIRS,n,2,292.74,1.76,N,2,228
19.22137,84.18414,338.95,0.41,0.45,2025-03-21,759,N,VIIRS,n,2,309.12,5.12,D,0,2
20.08582,82.26772,304.44,0.44,0.62,2025-03-19,1926,N,VIIRS,n,2,290.19,0.73,N,0,7
19.49346,73.43988,345.96,0.46,0.39,2025-03-10,806,N,VIIRS,l,2,318.89,16.15,D,0,3
27.98295,73.07085,355.77,0.4,0.37,2025-02-06,808,N,VIIRS,n,2,308.15,2.96,D,0,1
23.80943,85.53286,302.41,0.38,0.36,2025-02-08,1957,N,VIIRS,n,2,283.71,0.85,N,0,26
14.32798,78.72927,336.53,0.42,0.45,2025-03-22,739,N,VIIRS,n,2,301.1,4.2,D,0,2
21.98622,83.23284,310.67,0.39,0.36,2025-01-28,2004,N,VIIRS,n,2,290.12,1.37,N,2,54
23.77887,86.20667,315.72,0.39,0.36,2025-02-03,1951,N,VIIRS,n,2,294.61,2.04,N,2,324
23.66682,86.09281,300.79,0.4,0.37,2025-02-03,1951,N,VIIRS,n,2,287.96,1.08,N,2,85
25.58642,92.54855,330.08,0.53,0.42,2025-03-02,717,N,VIIRS,n,2,296.43,2.26,D,0,1
29.62305,78.40246,328.2,0.54,0.42,2025-02-08,731,N,VIIRS,n,2,296.02,2.52,D,0,2
20.92344,86.04279,303.81,0.32,0.54,2025-01-16,2029,N,VIIRS,n,2,288.65,0.68,N,2,27
12.24235,77.66189,333.17,0.33,0.55,2025-02-13,733,N,VIIRS,n,2,306.27,27.41,D,0,3
20.79084,80.24257,339.54,0.39,0.36,2025-03-27,747,N,VIIRS,l,2,312.29,1.85,D,0,2
18.20591,77.8649,331.89,0.51,0.49,2025-03-17,734,N,VIIRS,n,2,305.55,2.47,D,0,1
25.17099,94.38415,329.31,0.43,0.62,2025-03-27,607,N,VIIRS,l,2,301.06,3.08,D,0,1
22.03088,83.65901,336.33,0.39,0.36,2025-03-06,741,N,VIIRS,n,2,304.2,2.26,D,0,1
23.77919,86.39429,304.57,0.64,0.72,2025-01-26,1900,N,VIIRS,n,2,290.79,2.47,N,2,400
23.76647,86.40032,302.12,0.65,0.73,2025-02-27,1900,N,VIIRS,n,2,287.98,1.42,N,2,138
18.87783,76.33398,344.01,0.68,0.74,2025-03-07,902,N,VIIRS,n,2,313.69,8.66,D,0,1
24.09882,92.59055,356.88,0.41,0.61,2025-03-06,741,N,VIIRS,n,2,306.55,26.65,D,0,2
22.77175,79.01929,313.37,0.43,0.38,2025-03-26,2034,N,VIIRS,n,2,298.37,1.85,N,0,3
21.21206,77.87713,336.04,0.53,0.42,2025-03-20,818,N,VIIRS,l,2,310.46,4.65,D,0,2
23.36281,87.71674,329.13,0.58,0.7,2025-01-05,626,N,VIIRS,n,2,295.48,3.26,D,0,1
21.92472,83.3511,305.6,0.52,0.5,2025-01-21,2035,N,VIIRS,n,2,291.19,3.34,N,2,390
23.77619,86.36528,342.32,0.41,0.37,2025-03-02,716,N,VIIRS,l,2,314.21,3.64,D,2,162
20.96329,85.17479,333.39,0.43,0.38,2025-01-01,741,N,VIIRS,n,2,297.87,2.96,D,2,176
17.66189,75.44386,334.77,0.38,0.36,2025-01-26,812,N,VIIRS,l,2,308.95,1.62,D,0,1
21.18153,81.38482,314.41,0.39,0.36,2025-01-01,2010,N,VIIRS,n,2,291.04,2.77,N,3,46
23.16583,82.33464,353.64,0.37,0.58,2025-03-08,1932,N,VIIRS,n,2,295.56,4.47,N,2,64
19.49069,79.87921,317.69,0.43,0.46,2025-03-15,2042,N,VIIRS,n,2,297.23,1.82,N,0,4
20.69326,82.22332,303.53,0.38,0.36,2025-03-06,2010,N,VIIRS,n,2,291.09,1.08,N,0,1
18.90391,80.43819,305.33,0.43,0.46,2025-03-07,1952,N,VIIRS,n,2,294.93,1.56,N,0,1
23.6643,77.35149,348.66,0.4,0.37,2025-03-10,807,N,VIIRS,n,2,316.23,6.58,D,0,1
22.98483,78.0361,305.83,0.45,0.39,2025-03-11,2016,N,VIIRS,n,2,295.78,1.61,N,0,1
26.33878,83.25331,332.1,0.47,0.4,2025-02-07,749,N,VIIRS,n,2,301.97,3.28,D,0,1
23.75197,86.41739,309.55,0.42,0.37,2025-01-12,2003,N,VIIRS,n,2,290.76,1.67,N,2,133
23.68067,86.39532,298.95,0.32,0.55,2025-01-25,1919,N,VIIRS,n,2,287.65,0.74,N,2,180
25.15145,80.93501,335.22,0.73,0.76,2025-03-25,645,N,VIIRS,l,2,305.73,3.91,D,0,1
21.18358,81.3877,312.34,0.39,0.36,2025-02-02,2010,N,VIIRS,n,2,297.15,1.02,N,3,71
23.8745,73.2458,317.64,0.41,0.37,2025-03-31,2041,N,VIIRS,n,2,296.57,1.34,N,0,3
16.56444,73.69618,338.52,0.41,0.6,2025-03-22,740,N,VIIRS,n,2,311.71,3.63,D,0,1
13.47363,75.87518,311.65,0.41,0.37,2025-03-10,2037,N,VIIRS,n,2,292.08,3.67,N,0,1
22.07354,83.62356,330.28,0.38,0.36,2025-01-28,735,N,VIIRS,l,2,304.57,2.01,D,0,2
13.14339,75.32335,343.16,0.36,0.58,2025-03-06,739,N,VIIRS,n,2,300.6,7.56,D,0,11
18.8224,81.82412,335.75,0.44,0.46,2025-03-07,721,N,VIIRS,l,2,309.62,3.47,D,0,1
21.92623,82.83918,334.33,0.39,0.36,2025-01-01,741,N,VIIRS,n,2,302.74,4.26,D,0,1
25.72952,93.88456,310.59,0.39,0.36,2025-03-19,1924,N,VIIRS,n,2,288.94,1.28,N,0,1
22.66276,78.56729,307.6,0.51,0.49,2025-03-28,1957,N,VIIRS,n,2,293.9,1.17,N,0,1
15.0096,78.08952,334.08,0.49,0.49,2025-02-10,830,N,VIIRS,l,2,307.32,1.3,D,0,1
25.72865,91.51359,352.54,0.32,0.55,2025-03-26,626,N,VIIRS,n,2,297.23,3.88,D,0,1
17.52241,77.13116,341.84,0.46,0.39,2025-01-31,818,N,VIIRS,l,2,315.96,7.91,D,0,3
22.68285,84.00189,332.84,0.54,0.42,2025-03-16,754,N,VIIRS,l,2,306.87,1.96,D,0,2
23.77539,91.96832,338.14,0.47,0.4,2025-03-18,716,N,VIIRS,n,2,296.56,22.82,D,0,1
19.48377,73.1172,345.02,0.39,0.36,2025-03-25,824,N,VIIRS,n,2,316.8,4.74,D,0,1
22.87578,86.06335,306.88,0.39,0.36,2025-01-23,1957,N,VIIRS,n,2,290.89,0.95,N,2,37
23.68198,86.08356,305.67,0.4,0.37,2025-02-03,1951,N,VIIRS,n,2,290.65,1.18,N,2,87
15.65857,73.98745,322.92,0.39,0.36,2025-03-15,2043,N,VIIRS,n,2,295.03,1.59,N,2,87
15.17003,76.37917,306.47,0.35,0.57,2025-02-19,1953,N,VIIRS,n,2,292.24,1.29,N,2,115
22.4708,77.62925,318.61,0.53,0.5,2025-03-30,2100,N,VIIRS,n,2,287.84,1.65,N,0,3
25.32994,94.3717,301.93,0.56,0.51,2025-03-26,1852,N,VIIRS,n,2,286.81,1.21,N,0,2
23.6485,85.43979,301.69,0.47,0.47,2025-01-03,1931,N,VIIRS,n,2,285.7,1.75,N,0,90
22.37968,87.28242,315.18,0.44,0.62,2025-03-10,2034,N,VIIRS,n,2,292.3,1.61,N,2,279
23.5607,81.57232,336.97,0.5,0.66,2025-03-30,831,N,VIIRS,l,2,310.88,2.54,D,0,1
23.73286,76.11758,341.58,0.43,0.38,2025-01-27,755,N,VIIRS,n,2,304.64,4.22,D,0,1
22.12096,77.97089,307.06,0.35,0.56,2025-03-23,1951,N,VIIRS,n,2,289.4,0.9,N,0,3
16.88257,77.45207,347.03,0.46,0.39,2025-03-16,752,N,VIIRS,n,2,320.96,8.44,D,0,1
25.85948,90.86738,348.54,0.4,0.37,2025-03-13,710,N,VIIRS,n,2,298.64,7.69,D,0,1
13.1849,79.95192,330.36,0.5,0.66,2025-02-20,842,N,VIIRS,n,2,297.76,3.16,D,0,1
22.94445,81.79416,300.59,0.48,0.48,2025-03-31,2040,N,VIIRS,n,2,289.83,1.47,N,0,2
22.36471,87.30427,302.71,0.4,0.37,2025-02-14,1945,N,VIIRS,n,2,292.7,0.99,N,2,92
26.64407,79.4822,335.08,0.38,0.36,2025-02-07,749,N,VIIRS,n,2,300.42,3.79,D,2,131
24.69968,86.11847,312.39,0.55,0.43,2025-03-29,1937,N,VIIRS,n,2,292.8,1.15,N,0,3
22.35392,82.29024,296.45,0.54,0.42,2025-01-18,1951,N,VIIRS,n,2,285.23,1.74,N,2,101
20.95782,85.14453,308.82,0.4,0.37,2025-01-02,1951,N,VIIRS,n,2,289.95,0.83,N,2,19
18.56081,80.44115,309.13,0.39,0.44,2025-02-22,2036,N,VIIRS,n,2,293.42,1.03,N,0,1
22.31578,82.56339,312.31,0.54,0.51,2025-02-09,1938,N,VIIRS,n,2,288.81,2.6,N,0,87
18.72063,79.5391,342.62,0.39,0.36,2025-03-16,753,N,VIIRS,l,2,316.77,6.04,D,2,123
22.78757,86.20769,306.97,0.36,0.57,2025-03-26,2034,N,VIIRS,n,2,295.98,1.38,N,2,136
20.14669,84.31971,300.98,0.32,0.55,2025-02-22,2035,N,VIIRS,n,2,289.91,0.28,N,0,3
24.39149,77.28064,349.16,0.4,0.37,2025-03-26,807,N,VIIRS,l,2,320.26,9.91,D,0,1
18.0547,80.04037,301.81,0.44,0.46,2025-03-07,1952,N,VIIRS,n,2,291.14,1.11,N,0,2
22.32928,82.60627,304.01,0.54,0.42,2025-03-23,1950,N,VIIRS,n,2,292.62,0.89,N,2,44
28.76065,79.95411,304.18,0.46,0.39,2025-03-31,2039,N,VIIRS,n,2,289.14,1.45,N,0,1
13.20184,77.45355,347.86,0.56,0.69,2025-02-14,855,N,VIIRS,n,2,303.92,7.95,D,0,3
17.4946,76.97485,341.59,0.38,0.36,2025-01-21,805,N,VIIRS,n,2,315.55,2.7,D,0,1
23.61362,87.14642,305.89,0.47,0.48,2025-03-19,1925,N,VIIRS,n,2,293.81,1.92,N,2,57
12.31222,77.77565,340.3,0.42,0.45,2025-03-30,828,N,VIIRS,n,2,310.03,6.0,D,0,1
21.16918,86.59922,329.81,0.39,0.44,2025-01-03,703,N,VIIRS,n,2,298.1,2.21,D,0,1
23.2414,79.35743,348.08,0.53,0.5,2025-03-23,722,N,VIIRS,n,2,315.75,6.52,D,0,2
21.92491,83.35139,308.28,0.39,0.36,2025-02-02,2010,N,VIIRS,n,2,294.5,3.61,N,2,390
20.59274,80.39135,311.09,0.38,0.36,2025-03-11,2016,N,VIIRS,n,2,297.74,2.44,N,0,2
30.91291,78.68995,340.35,0.41,0.37,2025-01-27,756,N,VIIRS,n,2,291.42,6.47,D,0,2
27.05115,94.22993,339.31,0.4,0.44,2025-01-21,627,N,VIIRS,n,2,296.25,3.0,D,0,2
28.83603,77.13943,299.93,0.46,0.47,2025-03-06,2008,N,VIIRS,n,2,281.94,0.65,N,0,11
13.24933,75.91405,336.3,0.39,0.36,2025-01-31,817,N,VIIRS,l,2,309.09,2.47,D,0,1
24.9302,93.57652,339.78,0.5,0.49,2025-03-26,626,N,VIIRS,n,2,298.83,4.69,D,0,3
16.27259,75.42703,344.27,0.41,0.37,2025-02-06,805,N,VIIRS,n,2,311.72,12.93,D,0,1
23.16971,82.34402,305.54,0.46,0.39,2025-02-08,1957,N,VIIRS,n,2,287.38,1.23,N,2,394
23.72547,83.19324,341.54,0.47,0.48,2025-03-29,710,N,VIIRS,n,2,309.5,4.66,D,0,1
17.21274,78.21239,330.24,0.5,0.66,2025-02-14,715,N,VIIRS,l,2,304.71,3.11,D,0,2
19.55072,84.02883,308.29,0.39,0.36,2025-03-12,1958,N,VIIRS,n,2,296.04,2.01,N,0,1
21.03901,80.41115,350.57,0.51,0.49,2025-03-04,819,N,VIIRS,n,2,309.87,7.68,D,0,2
23.78173,86.39101,319.82,0.52,0.5,2025-03-03,1925,N,VIIRS,n,2,299.61,3.87,N,2,400
23.6824,86.0919,298.8,0.42,0.61,2025-02-05,1913,N,VIIRS,n,2,288.78,2.39,N,2,228
21.92463,83.35271,304.78,0.47,0.48,2025-01-24,1939,N,VIIRS,n,2,292.72,2.48,N,2,390
22.1848,83.16045,337.29,0.49,0.4,2025-03-16,753,N,VIIRS,n,2,304.41,5.22,D,0,2
22.30412,92.5929,367.0,0.38,0.59,2025-03-22,740,N,VIIRS,h,2,299.86,6.92,D,0,2
21.87815,83.49757,305.86,0.43,0.46,2025-02-01,2029,N,VIIRS,n,2,292.67,1.75,N,2,38
23.7807,86.34661,333.5,0.41,0.37,2025-01-12,2003,N,VIIRS,n,2,292.02,2.27,N,2,199
19.10162,82.16806,306.56,0.49,0.4,2025-01-27,2023,N,VIIRS,n,2,290.94,1.85,N,2,164
20.88816,84.98228,308.77,0.54,0.51,2025-03-05,2029,N,VIIRS,n,2,293.9,2.9,N,2,119
18.10451,80.02119,343.24,0.41,0.37,2025-02-23,747,N,VIIRS,n,2,312.75,3.96,D,0,2
25.00623,81.26158,349.73,0.5,0.49,2025-03-31,813,N,VIIRS,n,2,314.67,9.49,D,0,3
22.37595,87.28034,313.66,0.43,0.46,2025-01-30,1926,N,VIIRS,n,2,293.72,1.54,N,2,279
19.17397,73.35892,342.17,0.58,0.52,2025-02-23,747,N,VIIRS,n,2,310.52,12.22,D,0,2
20.97845,85.13586,331.35,0.46,0.39,2025-03-02,1945,N,VIIRS,n,2,297.09,3.36,N,2,216
18.10419,73.29217,347.43,0.39,0.36,2025-02-16,818,N,VIIRS,n,2,315.14,10.09,D,0,2
22.38098,87.28239,301.74,0.55,0.68,2025-02-27,2041,N,VIIRS,n,2,289.84,0.95,N,2,279
18.96998,77.96764,336.96,0.43,0.38,2025-03-31,811,N,VIIRS,l,2,311.03,2.5,D,0,1
21.24783,79.2237,304.49,0.56,0.68,2025-03-08,1932,N,VIIRS,n,2,291.92,1.47,N,2,45
19.92715,80.03407,346.68,0.46,0.47,2025-03-20,818,N,VIIRS,n,2,304.49,6.04,D,0,1
19.11898,82.44077,341.12,0.42,0.38,2025-03-17,734,N,VIIRS,l,2,314.54,4.17,D,0,1
21.11246,82.11603,340.6,0.52,0.41,2025-02-01,800,N,VIIRS,n,2,307.11,9.07,D,0,2
22.25368,76.3222,349.26,0.58,0.69,2025-03-18,857,N,VIIRS,n,2,306.0,7.8,D,0,2
14.53304,77.88796,345.8,0.58,0.52,2025-03-19,835,N,VIIRS,n,2,312.44,14.67,D,0,1
25.71283,93.63054,331.48,0.5,0.41,2025-02-25,710,N,VIIRS,n,2,299.74,6.07,D,0,1
20.25916,84.56469,306.33,0.43,0.38,2025-03-06,2010,N,VIIRS,n,2,291.74,1.16,N,0,2
28.82839,77.15018,296.42,0.39,0.36,2025-02-11,2040,N,VIIRS,n,2,284.7,0.52,N,0,3
19.35519,82.69735,340.84,0.44,0.38,2025-03-16,753,N,VIIRS,n,2,310.89,3.29,D,0,1
19.55185,81.72938,333.91,0.41,0.37,2025-02-28,753,N,VIIRS,l,2,308.4,4.18,D,0,1
23.78834,86.37141,311.86,0.41,0.37,2025-01-28,2003,N,VIIRS,n,2,289.54,1.34,N,2,55
18.93058,73.78484,367.0,0.47,0.64,2025-03-07,902,N,VIIRS,h,2,316.2,26.77,D,0,2
22.04412,83.73415,334.35,0.4,0.37,2025-02-02,2010,N,VIIRS,n,2,297.39,8.14,N,2,440
20.96969,85.17416,312.59,0.45,0.47,2025-01-27,2023,N,VIIRS,n,2,292.48,1.32,N,2,273
21.77658,79.4932,353.71,0.36,0.57,2025-03-14,831,N,VIIRS,n,2,310.9,3.89,D,0,2
22.94152,81.78658,335.66,0.48,0.4,2025-03-28,728,N,VIIRS,l,2,309.62,1.72,D,0,2
26.92587,73.46725,296.41,0.41,0.37,2025-01-26,2040,N,VIIRS,n,2,279.66,0.67,N,2,26
24.7656,74.6089,305.28,0.56,0.43,2025-02-12,2022,N,VIIRS,n,2,290.91,2.48,N,2,15
24.59141,75.37344,367.0,0.35,0.57,2025-03-28,729,N,VIIRS,h,2,319.6,11.86,D,0,1
25.22967,93.96441,352.53,0.46,0.47,2025-03-10,626,N,VIIRS,n,2,296.87,7.68,D,0,1
20.21212,84.62698,304.36,0.41,0.37,2025-03-07,1951,N,VIIRS,n,2,293.07,0.76,N,0,1
17.58643,80.31911,300.57,0.5,0.41,2025-01-16,2030,N,VIIRS,n,2,290.43,1.09,N,0,10
19.48421,78.22117,339.91,0.41,0.37,2025-03-16,753,N,VIIRS,l,2,313.91,1.75,D,0,1
19.17662,80.63806,349.3,0.39,0.36,2025-03-27,746,N,VIIRS,n,2,311.23,4.89,D,0,2
25.74428,91.65965,353.92,0.48,0.4,2025-03-02,717,N,VIIRS,n,2,303.72,7.38,D,0,1
21.80285,82.04095,304.49,0.45,0.39,2025-01-11,2022,N,VIIRS,n,2,288.08,0.85,N,0,40
23.76148,92.05869,335.11,0.41,0.37,2025-03-29,709,N,VIIRS,n,2,301.7,3.27,D,0,3
21.50224,86.68924,335.93,0.49,0.4,2025-03-13,709,N,VIIRS,n,2,305.42,4.2,D,0,1
21.04115,82.7857,345.5,0.45,0.39,2025-03-12,728,N,VIIRS,n,2,317.63,7.68,D,0,2
22.26465,75.13197,301.2,0.49,0.4,2025-02-21,2054,N,VIIRS,n,2,288.01,1.38,N,2,37
20.39059,75.03531,338.48,0.4,0.37,2025-02-22,806,N,VIIRS,l,2,312.45,5.39,D,0,4
27.60675,93.02042,344.78,0.48,0.48,2025-03-26,626,N,VIIRS,n,2,297.07,6.47,D,0,3
16.31147,79.05591,343.45,0.58,0.52,2025-02-24,727,N,VIIRS,n,2,308.68,4.54,D,0,1
18.01419,80.19444,308.25,0.39,0.36,2025-02-23,2017,N,VIIRS,n,2,290.28,0.66,N,0,2
22.2522,77.03032,299.05,0.63,0.72,2025-03-29,1938,N,VIIRS,n,2,287.2,1.49,N,0,2
21.06182,80.29878,339.67,0.39,0.36,2025-02-28,754,N,VIIRS,n,2,299.06,2.66,D,0,1
20.96278,85.19286,305.65,0.4,0.37,2025-02-13,2004,N,VIIRS,n,2,294.82,1.14,N,0,86
20.09627,78.39506,312.99,0.48,0.48,2025-03-12,1958,N,VIIRS,n,2,295.26,1.78,N,0,1
23.75841,86.40003,328.82,0.52,0.42,2025-03-29,1937,N,VIIRS,n,2,299.07,3.46,N,2,481
21.95759,82.24854,336.33,0.4,0.37,2025-01-22,748,N,VIIRS,l,2,308.54,6.58,D,0,2
29.88649,80.14777,350.37,0.48,0.64,2025-03-30,833,N,VIIRS,n,2,302.4,5.4,D,0,1
12.25974,76.83582,341.69,0.46,0.47,2025-02-23,745,N,VIIRS,n,2,306.75,6.43,D,0,2
23.66396,87.1554,309.26,0.39,0.36,2025-03-07,1950,N,VIIRS,n,2,290.16,2.02,N,0,91
24.76844,86.49374,348.57,0.46,0.39,2025-03-29,710,N,VIIRS,n,2,318.11,5.77,D,0,1
20.78611,85.26659,326.49,0.41,0.37,2025-01-28,2004,N,VIIRS,n,2,293.46,1.47,N,2,91
23.29448,92.42867,330.79,0.49,0.4,2025-03-09,644,N,VIIRS,l,2,305.08,3.0,D,0,4
23.74289,85.50584,296.94,0.44,0.38,2025-01-17,2009,N,VIIRS,n,2,282.8,0.48,N,2,34
29.39166,77.9031,335.34,0.43,0.38,2025-03-22,743,N,VIIRS,n,2,303.94,2.58,D,0,1
24.56577,81.00165,301.39,0.38,0.36,2025-02-07,2016,N,VIIRS,n,2,287.61,1.27,N,2,14
24.48713,84.422,343.56,0.37,0.58,2025-03-30,651,N,VIIRS,n,2,310.92,4.63,D,0,2
22.3767,87.27786,317.76,0.57,0.69,2025-03-31,1900,N,VIIRS,n,2,293.02,3.45,N,2,279
21.36381,81.65221,306.47,0.39,0.36,2025-01-01,2010,N,VIIRS,n,2,291.15,0.88,N,2,18
22.36686,87.01797,323.77,0.37,0.58,2025-03-25,1912,N,VIIRS,n,2,297.94,1.93,N,2,94
18.88695,78.67989,340.92,0.55,0.51,2025-02-24,728,N,VIIRS,n,2,304.36,10.23,D,0,1
22.14474,87.35831,329.55,0.41,0.37,2025-01-07,728,N,VIIRS,n,2,301.15,1.36,D,0,1
21.37291,81.64061,304.97,0.63,0.72,2025-03-30,1919,N,VIIRS,n,2,294.07,3.37,N,0,21
23.68381,86.39454,342.57,0.53,0.5,2025-02-12,754,N,VIIRS,n,2,311.86,10.07,D,2,251
22.11445,82.42381,340.19,0.45,0.47,2025-01-05,806,N,VIIRS,n,2,302.08,4.34,D,0,1
16.52574,74.41718,299.77,0.45,0.39,2025-01-15,2049,N,VIIRS,n,2,276.49,0.76,N,0,2
28.43977,80.89216,337.79,0.52,0.5,2025-03-29,711,N,VIIRS,n,2,306.18,9.97,D,0,2
13.3114,79.34589,334.92,0.66,0.73,2025-03-29,707,N,VIIRS,n,2,305.09,4.9,D,0,1
22.9113,77.64436,305.63,0.41,0.37,2025-03-16,2022,N,VIIRS,n,2,293.46,1.53,N,0,2
17.26875,77.97929,341.02,0.51,0.5,2025-03-01,734,N,VIIRS,l,2,313.27,9.36,D,0,3
27.66969,76.13096,301.59,0.38,0.36,2025-01-10,2040,N,VIIRS,n,2,284.0,1.18,N,2,65
24.20833,82.71217,306.27,0.4,0.37,2025-02-13,2003,N,VIIRS,n,2,289.66,1.34,N,2,79
21.24276,81.10105,341.1,0.38,0.36,2025-03-27,747,N,VIIRS,l,2,315.22,3.84,D,0,1
19.92949,80.34681,335.88,0.39,0.36,2025-03-16,753,N,VIIRS,l,2,310.26,2.49,D,0,2
21.49478,73.95875,299.7,0.54,0.51,2025-02-04,2113,N,VIIRS,n,2,288.73,0.93,N,0,1
16.91163,78.86533,330.18,0.37,0.58,2025-03-03,836,N,VIIRS,l,2,304.47,2.23,D,0,1
23.79499,86.35072,312.51,0.41,0.37,2025-03-17,2003,N,VIIRS,n,2,295.72,3.01,N,2,95
22.13313,85.38409,304.51,0.38,0.36,2025-01-23,1957,N,VIIRS,n,2,288.4,0.73,N,2,52
31.24961,76.93025,299.89,0.4,0.37,2025-01-21,2033,N,VIIRS,n,2,279.85,0.61,N,2,16
24.13131,87.83757,332.78,0.4,0.37,2025-02-03,723,N,VIIRS,n,2,301.78,1.91,D,0,1
23.75638,91.81266,336.81,0.45,0.39,2025-03-30,651,N,VIIRS,n,2,304.5,4.27,D,0,1
22.73197,77.55889,304.48,0.59,0.7,2025-03-29,1938,N,VIIRS,n,2,289.0,4.56,N,0,4
21.92373,83.35204,336.28,0.42,0.37,2025-02-08,729,N,VIIRS,l,2,309.67,6.21,D,2,390
18.80355,74.26096,298.74,0.5,0.49,2025-01-14,2108,N,VIIRS,n,2,288.16,0.54,N,2,17
23.72192,86.44888,308.23,0.43,0.38,2025-01-29,1944,N,VIIRS,n,2,296.64,1.88,N,2,35
24.11927,86.85854,300.71,0.61,0.53,2025-02-10,1919,N,VIIRS,n,2,288.76,1.67,N,2,132
20.96256,85.17459,336.58,0.43,0.38,2025-02-02,741,N,VIIRS,n,2,304.77,3.58,D,2,176
21.91902,83.35298,314.97,0.41,0.61,2025-01-31,2048,N,VIIRS,n,2,293.34,2.13,N,2,390
18.01796,73.31421,342.38,0.42,0.45,2025-03-08,843,N,VIIRS,n,2,310.71,7.61,D,0,10
14.02539,76.71556,347.95,0.53,0.42,2025-02-12,752,N,VIIRS,n,2,314.61,8.43,D,0,1
19.66044,80.38328,338.81,0.39,0.37,2025-03-27,746,N,VIIRS,n,2,309.99,1.85,D,0,2
23.74841,86.42159,303.12,0.41,0.37,2025-02-13,2003,N,VIIRS,n,2,292.91,1.39,N,2,133
21.58796,74.78074,348.75,0.41,0.37,2025-03-04,819,N,VIIRS,n,2,316.99,8.53,D,0,1
23.7796,86.21033,342.44,0.41,0.45,2025-03-11,748,N,VIIRS,l,2,314.05,8.98,D,2,324
13.50244,78.81164,339.73,0.49,0.4,2025-03-20,816,N,VIIRS,l,2,314.36,8.02,D,0,1
14.30468,76.39085,342.24,0.58,0.52,2025-03-24,842,N,VIIRS,n,2,308.19,5.93,D,0,2
22.79847,86.09061,306.05,0.69,0.74,2025-03-25,2053,N,VIIRS,n,2,292.06,1.58,N,2,166
21.73254,83.98672,304.57,0.46,0.39,2025-02-23,2016,N,VIIRS,n,2,292.58,1.6,N,2,25
22.05715,80.31969,349.67,0.5,0.41,2025-03-26,806,N,VIIRS,n,2,311.99,10.78,D,0,1
21.30264,76.64004,336.63,0.44,0.38,2025-03-16,753,N,VIIRS,l,2,310.17,5.84,D,0,3
18.99223,80.06177,344.58,0.45,0.47,2025-03-12,728,N,VIIRS,n,2,307.63,3.56,D,0,2
19.38138,81.30396,307.4,0.42,0.37,2025-03-17,2004,N,VIIRS,n,2,290.74,0.86,N,0,1
18.24788,80.47182,341.75,0.37,0.58,2025-03-30,830,N,VIIRS,n,2,301.15,3.15,D,0,1
23.68761,86.39222,314.58,0.39,0.36,2025-02-19,1950,N,VIIRS,n,2,293.85,1.8,N,2,235
23.39755,93.23991,302.48,0.5,0.49,2025-03-12,1956,N,VIIRS,n,2,286.81,1.17,N,0,10
21.37911,81.68262,308.56,0.52,0.41,2025-02-01,2029,N,VIIRS,n,2,294.44,1.45,N,2,107
20.16395,81.60934,303.22,0.43,0.62,2025-03-09,2054,N,VIIRS,n,2,292.04,0.88,N,0,1
25.76136,91.01768,343.96,0.54,0.51,2025-03-17,735,N,VIIRS,n,2,301.71,10.61,D,0,2
22.36002,82.30623,307.03,0.66,0.73,2025-03-19,2106,N,VIIRS,n,2,289.1,1.68,N,0,56
21.40776,84.0135,333.76,0.56,0.52,2025-01-03,703,N,VIIRS,n,2,303.21,4.29,D,0,1
21.23011,77.39491,334.52,0.47,0.48,2025-01-28,735,N,VIIRS,n,2,306.58,3.23,D,0,1
29.96035,79.73969,326.43,0.39,0.36,2025-01-22,750,N,VIIRS,n,2,295.94,2.75,D,0,1
23.94575,78.42971,311.73,0.56,0.43,2025-03-04,2047,N,VIIRS,n,2,284.88,2.47,N,0,1
22.98666,72.58717,308.45,0.47,0.64,2025-01-12,2004,N,VIIRS,n,2,287.19,0.57,N,2,15
20.86359,84.99187,307.85,0.39,0.37,2025-03-17,2003,N,VIIRS,n,2,290.61,2.7,N,2,32
23.42034,82.28455,310.44,0.43,0.38,2025-03-16,2022,N,VIIRS,n,2,291.1,1.06,N,0,1
19.58314,83.99566,330.91,0.5,0.49,2025-03-13,709,N,VIIRS,l,2,304.28,3.04,D,0,4
23.77911,86.3895,333.34,0.42,0.45,2025-03-08,1931,N,VIIRS,n,2,298.31,1.75,N,2,400
21.76903,84.02003,312.07,0.58,0.52,2025-01-05,2035,N,VIIRS,n,2,291.03,3.06,N,2,248
22.37579,87.28101,313.68,0.54,0.42,2025-03-06,2009,N,VIIRS,n,2,291.87,1.63,N,2,279
28.06981,77.8588,301.2,0.43,0.46,2025-03-30,2058,N,VIIRS,n,2,285.75,0.48,N,2,7
21.92101,83.34735,304.54,0.39,0.36,2025-01-01,2010,N,VIIRS,n,2,289.3,2.34,N,2,390
14.3849,75.56483,344.4,0.41,0.45,2025-02-12,752,N,VIIRS,n,2,310.56,4.07,D,0,1
